pathwayname,genelist,genecount
TCR signaling,"['CD4', 'CHUK', 'CSK', 'FYB1', 'IKBKB', 'INPP5D', 'ITK', 'LCK', 'LCP2', 'NCK1', 'NFKB1', 'NFKBIA', 'PDPK1', 'PLCG1', 'PRKCQ', 'PSMA1', 'PSMA2', 'PSMA3', 'PSMA4', 'PSMA5', 'PSMA6', 'PSMA7', 'PSMB1', 'PSMB2', 'PSMB3', 'PSMB4', 'PSMB5', 'PSMB6', 'PSMB7', 'PSMB8', 'PSMB9', 'PSMB10', 'PSMC1', 'PSMC2', 'PSMC3', 'PSMC4', 'PSMC5', 'PSMC6', 'PSMD1', 'PSMD2', 'PSMD3', 'PSMD4', 'PSMD5', 'PSMD7', 'PSMD8', 'PSMD9', 'PSMD10', 'PSMD11', 'PSMD12', 'PSMD13', 'PSME1', 'PSME2', 'PTEN', 'RELA', 'SKP1', 'MAP3K7', 'TRAF6', 'UBE2N', 'WAS', 'ZAP70', 'SEM1', 'CUL1', 'IKBKG', 'RIPK2', 'BCL10', 'CD101', 'GRAP2', 'PSMF1', 'PSMD6', 'PSME3', 'PSMD14', 'MALT1', 'TAB2', 'PSME4', 'PTPN22', 'LAT', 'TRAT1', 'PAG1', 'CARD11', 'PSMB11', 'PSMA8', 'TMEM189-UBE2V1']",82
Phosphorylation of CD3 and TCR zeta chains,"['CD4', 'CSK', 'LCK', 'PTPN22', 'PAG1']",5
Translocation of ZAP-70 to Immunological synapse,"['CD4', 'LCK', 'ZAP70', 'PTPN22']",4
Generation of second messenger molecules,"['CD4', 'FYB1', 'ITK', 'LCK', 'LCP2', 'NCK1', 'PLCG1', 'WAS', 'ZAP70', 'CD101', 'GRAP2', 'LAT']",12
Downstream TCR signaling,"['CD4', 'CHUK', 'IKBKB', 'INPP5D', 'LCK', 'NFKB1', 'NFKBIA', 'PDPK1', 'PRKCQ', 'PSMA1', 'PSMA2', 'PSMA3', 'PSMA4', 'PSMA5', 'PSMA6', 'PSMA7', 'PSMB1', 'PSMB2', 'PSMB3', 'PSMB4', 'PSMB5', 'PSMB6', 'PSMB7', 'PSMB8', 'PSMB9', 'PSMB10', 'PSMC1', 'PSMC2', 'PSMC3', 'PSMC4', 'PSMC5', 'PSMC6', 'PSMD1', 'PSMD2', 'PSMD3', 'PSMD4', 'PSMD5', 'PSMD7', 'PSMD8', 'PSMD9', 'PSMD10', 'PSMD11', 'PSMD12', 'PSMD13', 'PSME1', 'PSME2', 'PTEN', 'RELA', 'SKP1', 'MAP3K7', 'TRAF6', 'UBE2N', 'SEM1', 'CUL1', 'IKBKG', 'RIPK2', 'BCL10', 'PSMF1', 'PSMD6', 'PSME3', 'PSMD14', 'MALT1', 'TAB2', 'PSME4', 'TRAT1', 'CARD11', 'PSMB11', 'PSMA8', 'TMEM189-UBE2V1']",69
Costimulation by the CD28 family,"['CD4', 'CD28', 'CD80', 'CD86', 'CDC42', 'MAP3K8', 'CTLA4', 'MTOR', 'FYN', 'LCK', 'PAK1', 'PAK2', 'PAK3', 'PDCD1', 'PDPK1', 'PIK3CA', 'PTPN11', 'RAC1', 'VAV1', 'TNFRSF14', 'MAP3K14', 'GRAP2', 'ICOSLG', 'PRR5', 'MLST8', 'MAPKAP1', 'BTLA', 'RICTOR']",28
CD28 co-stimulation,"['CD28', 'CD80', 'CD86', 'CDC42', 'MAP3K8', 'MTOR', 'FYN', 'PAK1', 'PAK2', 'PAK3', 'PDPK1', 'PIK3CA', 'RAC1', 'VAV1', 'MAP3K14', 'GRAP2', 'PRR5', 'MLST8', 'MAPKAP1', 'RICTOR']",20
CD28 dependent PI3K/Akt signaling,"['CD28', 'MAP3K8', 'MTOR', 'PDPK1', 'PIK3CA', 'MAP3K14', 'PRR5', 'MLST8', 'MAPKAP1', 'RICTOR']",10
CD28 dependent Vav1 pathway,"['CD28', 'CDC42', 'FYN', 'PAK1', 'PAK2', 'PAK3', 'RAC1', 'VAV1']",8
PD-1 signaling,"['CD4', 'LCK', 'PDCD1']",3
B Cell Activation,"['BTK', 'CALM3', 'CD19', 'CD22', 'CD79A', 'CD79B', 'CHUK', 'FKBP1A', 'IKBKB', 'LYN', 'NCK1', 'NFKB1', 'NFKBIA', 'NFKBIE', 'PIK3CD', 'PIK3R1', 'PLCG2', 'PPIA', 'PPP3R1', 'PRKCB', 'PSMA1', 'PSMA2', 'PSMA3', 'PSMA4', 'PSMA5', 'PSMA6', 'PSMA7', 'PSMB1', 'PSMB2', 'PSMB3', 'PSMB4', 'PSMB5', 'PSMB6', 'PSMB7', 'PSMB8', 'PSMB9', 'PSMB10', 'PSMC1', 'PSMC2', 'PSMC3', 'PSMC4', 'PSMC5', 'PSMC6', 'PSMD1', 'PSMD2', 'PSMD3', 'PSMD4', 'PSMD5', 'PSMD7', 'PSMD8', 'PSMD9', 'PSMD10', 'PSMD11', 'PSMD12', 'PSMD13', 'PSME1', 'PSME2', 'PTPN6', 'REL', 'RELA', 'SKP1', 'SOS1', 'STIM1', 'SYK', 'MAP3K7', 'TRPC1', 'VAV1', 'SEM1', 'CUL1', 'IKBKG', 'BCL10', 'BTRC', 'PSMF1', 'PSMD6', 'PSME3', 'PSMD14', 'AHCYL1', 'MALT1', 'PSME4', 'FBXW11', 'DAPP1', 'BLNK', 'SH3KBP1', 'ORAI2', 'CARD11', 'ORAI1', 'PIK3AP1', 'PSMB11', 'PSMA8']",89
Downstream signaling events of B Cell Receptor (BCR),"['CALM3', 'CHUK', 'FKBP1A', 'IKBKB', 'NFKB1', 'NFKBIA', 'NFKBIE', 'PPIA', 'PPP3R1', 'PRKCB', 'PSMA1', 'PSMA2', 'PSMA3', 'PSMA4', 'PSMA5', 'PSMA6', 'PSMA7', 'PSMB1', 'PSMB2', 'PSMB3', 'PSMB4', 'PSMB5', 'PSMB6', 'PSMB7', 'PSMB8', 'PSMB9', 'PSMB10', 'PSMC1', 'PSMC2', 'PSMC3', 'PSMC4', 'PSMC5', 'PSMC6', 'PSMD1', 'PSMD2', 'PSMD3', 'PSMD4', 'PSMD5', 'PSMD7', 'PSMD8', 'PSMD9', 'PSMD10', 'PSMD11', 'PSMD12', 'PSMD13', 'PSME1', 'PSME2', 'REL', 'RELA', 'SKP1', 'MAP3K7', 'SEM1', 'CUL1', 'IKBKG', 'BCL10', 'BTRC', 'PSMF1', 'PSMD6', 'PSME3', 'PSMD14', 'MALT1', 'PSME4', 'FBXW11', 'CARD11', 'PSMB11', 'PSMA8']",66
Activation of NF-kappaB in B cells,"['CHUK', 'IKBKB', 'NFKB1', 'NFKBIA', 'NFKBIE', 'PRKCB', 'PSMA1', 'PSMA2', 'PSMA3', 'PSMA4', 'PSMA5', 'PSMA6', 'PSMA7', 'PSMB1', 'PSMB2', 'PSMB3', 'PSMB4', 'PSMB5', 'PSMB6', 'PSMB7', 'PSMB8', 'PSMB9', 'PSMB10', 'PSMC1', 'PSMC2', 'PSMC3', 'PSMC4', 'PSMC5', 'PSMC6', 'PSMD1', 'PSMD2', 'PSMD3', 'PSMD4', 'PSMD5', 'PSMD7', 'PSMD8', 'PSMD9', 'PSMD10', 'PSMD11', 'PSMD12', 'PSMD13', 'PSME1', 'PSME2', 'REL', 'RELA', 'SKP1', 'MAP3K7', 'SEM1', 'CUL1', 'IKBKG', 'BCL10', 'BTRC', 'PSMF1', 'PSMD6', 'PSME3', 'PSMD14', 'MALT1', 'PSME4', 'FBXW11', 'CARD11', 'PSMB11', 'PSMA8']",62
Class I MHC mediated antigen processing & presentation,"['B2M', 'BTK', 'CALR', 'CHUK', 'CYBA', 'CYBB', 'PDIA3', 'IKBKB', 'LNPEP', 'MYD88', 'NCF2', 'NCF4', 'PSMA1', 'PSMA2', 'PSMA3', 'PSMA4', 'PSMA5', 'PSMA6', 'PSMA7', 'PSMB1', 'PSMB2', 'PSMB3', 'PSMB4', 'PSMB5', 'PSMB6', 'PSMB7', 'PSMB8', 'PSMB9', 'PSMB10', 'PSMC1', 'PSMC2', 'PSMC3', 'PSMC4', 'PSMC5', 'PSMC6', 'PSMD1', 'PSMD2', 'PSMD3', 'PSMD4', 'PSMD5', 'PSMD7', 'PSMD8', 'PSMD9', 'PSMD10', 'PSMD11', 'PSMD12', 'PSMD13', 'PSME1', 'PSME2', 'SEC13', 'STX4', 'TAP1', 'TAP2', 'TAPBP', 'THOP1', 'SEM1', 'IKBKG', 'SNAP23', 'PSMF1', 'SEC22B', 'PSMD6', 'PSME3', 'PSMD14', 'SEC23A', 'SEC61B', 'SEC31A', 'PSME4', 'SEC61G', 'SAR1B', 'PSMB11', 'PSMA8', 'NCF1']",72
Antigen processing-Cross presentation,"['B2M', 'BTK', 'CALR', 'CHUK', 'CYBA', 'CYBB', 'PDIA3', 'IKBKB', 'LNPEP', 'MYD88', 'NCF2', 'NCF4', 'PSMA1', 'PSMA2', 'PSMA3', 'PSMA4', 'PSMA5', 'PSMA6', 'PSMA7', 'PSMB1', 'PSMB2', 'PSMB3', 'PSMB4', 'PSMB5', 'PSMB6', 'PSMB7', 'PSMB8', 'PSMB9', 'PSMB10', 'PSMC1', 'PSMC2', 'PSMC3', 'PSMC4', 'PSMC5', 'PSMC6', 'PSMD1', 'PSMD2', 'PSMD3', 'PSMD4', 'PSMD5', 'PSMD7', 'PSMD8', 'PSMD9', 'PSMD10', 'PSMD11', 'PSMD12', 'PSMD13', 'PSME1', 'PSME2', 'STX4', 'TAP1', 'TAP2', 'TAPBP', 'SEM1', 'IKBKG', 'SNAP23', 'PSMF1', 'SEC22B', 'PSMD6', 'PSME3', 'PSMD14', 'SEC61B', 'PSME4', 'SEC61G', 'PSMB11', 'PSMA8', 'NCF1']",67
ER-Phagosome pathway,"['B2M', 'BTK', 'CALR', 'CHUK', 'PDIA3', 'IKBKB', 'MYD88', 'PSMA1', 'PSMA2', 'PSMA3', 'PSMA4', 'PSMA5', 'PSMA6', 'PSMA7', 'PSMB1', 'PSMB2', 'PSMB3', 'PSMB4', 'PSMB5', 'PSMB6', 'PSMB7', 'PSMB8', 'PSMB9', 'PSMB10', 'PSMC1', 'PSMC2', 'PSMC3', 'PSMC4', 'PSMC5', 'PSMC6', 'PSMD1', 'PSMD2', 'PSMD3', 'PSMD4', 'PSMD5', 'PSMD7', 'PSMD8', 'PSMD9', 'PSMD10', 'PSMD11', 'PSMD12', 'PSMD13', 'PSME1', 'PSME2', 'STX4', 'TAP1', 'TAP2', 'TAPBP', 'SEM1', 'IKBKG', 'SNAP23', 'PSMF1', 'SEC22B', 'PSMD6', 'PSME3', 'PSMD14', 'SEC61B', 'PSME4', 'SEC61G', 'PSMB11', 'PSMA8']",61
Immunoregulatory interactions between a Lymphoid and a non-Lymphoid cell,"['B2M', 'C3', 'CD3D', 'CD3E', 'CD3G', 'CD8A', 'CD8B', 'CD19', 'CD40LG', 'CD81', 'CDH1', 'CXADR', 'FCGR1A', 'HLA-A', 'HLA-E', 'HLA-G', 'ITGA4', 'ITGAL', 'ITGB1', 'ITGB2', 'ITGB7', 'KIR2DL1', 'KIR2DL4', 'KIR2DS1', 'KIR3DL1', 'KIR3DL2', 'KLRB1', 'KLRC1', 'KLRD1', 'LAIR1', 'LAIR2', 'CD99', 'CD200', 'PVR', 'NECTIN2', 'SELL', 'TYROBP', 'VCAM1', 'IFITM1', 'NCR1', 'CLEC2B', 'KLRG1', 'CD96', 'CD226', 'HCST', 'CD160', 'CLEC2D', 'PILRA', 'KLRF1', 'CRTAM', 'SLAMF7', 'SLAMF6', 'JAML', 'OSCAR', 'CD200R1', 'NCR3', 'NCR3LG1', 'KIR2DS2', 'KLRC4-KLRK1']",59
Rap1 signalling,"['RAF1', 'RAP1GAP2']",2
Innate Immune System,"['AAMP', 'ABL1', 'AGER', 'BIRC2', 'BIRC3', 'APOB', 'ART1', 'ATF1', 'ATOX1', 'ATP6V0B', 'ATP7A', 'B2M', 'CFB', 'POLR3D', 'BPI', 'BTK', 'SERPING1', 'C1QA', 'C1QB', 'C1QC', 'C1R', 'C1S', 'C2', 'C3', 'C3AR1', 'C4B', 'C4BPA', 'C4BPB', 'C5', 'C5AR1', 'C6', 'C7', 'C8A', 'C8B', 'C8G', 'C9', 'CALM3', 'CAMP', 'CASP1', 'CASP8', 'CASP10', 'CD3G', 'CD4', 'CD14', 'CD19', 'CD36', 'CD59', 'CD81', 'CDC42', 'CFL1', 'CHUK', 'CLU', 'CCR6', 'MAP3K8', 'CR1', 'CR2', 'CREB1', 'ATF2', 'CRK', 'CTNNB1', 'CYLD', 'CD55', 'DHX9', 'DEFA3', 'DEFA4', 'DEFA5', 'DEFA6', 'DOCK1', 'DUSP3', 'ELK1', 'FCER1A', 'MS4A2', 'FCER1G', 'FCGR1A', 'FCGR2A', 'FCGR3A', 'FOS', 'XRCC6', 'NCKAP1L', 'CFH', 'CFHR1', 'CFHR2', 'HLA-E', 'HMGB1', 'HSP90AB1', 'ICAM2', 'ICAM3', 'CFI', 'IFI16', 'IFNB1', 'IKBKB', 'IL1B', 'IRAK1', 'IRAK2', 'IRF3', 'IRF7', 'ITGAM', 'ITGB2', 'JUN', 'KIR2DS4', 'KIR2DS5', 'KIR3DS1', 'KLRC2', 'KLRD1', 'LBP', 'LCN2', 'LCP2', 'LIMK1', 'LPO', 'LTF', 'CD180', 'LYN', 'LYZ', 'CD46', 'MEFV', 'MAP3K1', 'MPO', 'MRE11', 'MYD88', 'MYO10', 'NCF2', 'NCF4', 'NF2', 'NFKB1', 'NFKB2', 'NFKBIA', 'P2RX7', 'PAK1', 'PAK2', 'REG3A', 'PCBP2', 'PDPK1', 'PIK3C3', 'PIN1', 'PLA2G2A', 'PLCG1', 'PLCG2', 'POLR2E', 'POLR2F', 'POLR2H', 'POLR2K', 'POLR2L', 'PPP2R5D', 'PPP3R1', 'PRKCD', 'PRKCQ', 'PRKDC', 'MAPK1', 'MAPK3', 'MAPK7', 'MAP2K6', 'MAP2K7', 'PROS1', 'MASP1', 'PRTN3', 'PSMA1', 'PSMA2', 'PSMA3', 'PSMA4', 'PSMA5', 'PSMA6', 'PSMA7', 'PSMB1', 'PSMB2', 'PSMB3', 'PSMB4', 'PSMB5', 'PSMB6', 'PSMB7', 'PSMB8', 'PSMB9', 'PSMB10', 'PSMC1', 'PSMC2', 'PSMC3', 'PSMC4', 'PSMC5', 'PSMC6', 'PSMD1', 'PSMD2', 'PSMD3', 'PSMD4', 'PSMD5', 'PSMD7', 'PSMD8', 'PSMD9', 'PSMD10', 'PSMD11', 'PSMD12', 'PSMD13', 'PSME1', 'PSME2', 'PTPN4', 'PTPN11', 'RAC1', 'RAC2', 'RAF1', 'RELA', 'RELB', 'S100A1', 'S100A8', 'S100A9', 'S100B', 'SEMG1', 'MAP2K4', 'SKP1', 'SLC11A1', 'SOS1', 'TRIM21', 'STAT6', 'SYK', 'MAP3K7', 'TLR1', 'TLR2', 'TLR3', 'TLR4', 'TLR5', 'TNFAIP3', 'HSP90B1', 'TRAF3', 'TRAF6', 'TXN', 'TYROBP', 'UBE2N', 'VTN', 'LAT2', 'XRCC5', 'SEM1', 'PLA2G6', 'EEA1', 'CUL1', 'IKBKG', 'SOCS1', 'RIPK1', 'RIPK2', 'FADD', 'TAX1BP1', 'BCL10', 'BTRC', 'PGLYRP1', 'MAP3K14', 'UBA3', 'UBE2M', 'PSTPIP1', 'ATG12', 'LRRFIP1', 'RPS6KA5', 'MAPKAPK2', 'ATP6V1F', 'GRAP2', 'NCR2', 'AIM2', 'LY86', 'ATG5', 'PSMF1', 'POLR1C', 'ISG15', 'GAB2', 'PSMD6', 'TANK', 'ARPC5', 'ARPC4', 'ARPC3', 'ARPC1B', 'ACTR3', 'ACTR2', 'ARPC2', 'PSME3', 'PSMD14', 'SIRPB1', 'TLR6', 'NOD1', 'TAB1', 'BAIAP2', 'CLEC10A', 'ARPC1A', 'GNLY', 'COLEC10', 'POLR3F', 'POLR3C', 'TXNIP', 'CNPY3', 'AHCYL1', 'NCKAP1', 'CFHR4', 'CFHR3', 'MALT1', 'SUGT1', 'RIPK3', 'POLR3A', 'IRAK3', 'TREX1', 'NLRP1', 'PSME4', 'DTX4', 'FBXW11', 'DDX58', 'CLEC5A', 'LY96', 'PANX1', 'TKFC', 'CLEC4E', 'C5AR2', 'CRCP', 'PYCARD', 'TBK1', 'CD209', 'PIK3R4', 'CLEC4A', 'POLR1D', 'IRAK4', 'HERC5', 'VRK3', 'PDZD11', 'TLR7', 'ECSIT', 'TLR8', 'ATP6V1D', 'DDX41', 'ATP6V1H', 'POLR3K', 'TLR9', 'TREM2', 'TREM1', 'RNF216', 'RNF125', 'OTUD5', 'ITLN1', 'POLR3B', 'POLR3E', 'BRK1', 'PGLYRP4', 'MAVS', 'NLRC4', 'SIGIRR', 'NOD2', 'IFIH1', 'RBSN', 'CARD9', 'CLEC7A', 'COLEC11', 'DHX58', 'TNIP2', 'NLRX1', 'SIKE1', 'ALPK1', 'ZBP1', 'CFHR5', 'UNC93B1', 'TLR10', 'ITCH', 'NLRC5', 'HVCN1', 'CARD11', 'TIFA', 'CLEC6A', 'NLRP3', 'TIRAP', 'PGLYRP2', 'PGLYRP3', 'CGAS', 'LEAP2', 'DCD', 'PSMB11', 'CD300LB', 'PSMA8', 'NLRP4', 'TICAM1', 'env', 'CLEC4C', 'DHX36', 'POLR3H', 'NLRC3', 'CLEC4D', 'TMEM173', 'CD300E', 'TMEM189-UBE2V1', 'DEFB103A', 'NCF1', 'DEFA1B', 'CCR2', 'fliC', 'KIR2DS2', 'C4B_2', 'TMED7-TICAM2', 'EPPIN-WFDC6', 'KLRC4-KLRK1']",387
Toll-like Receptor Cascades,"['AGER', 'BIRC2', 'BIRC3', 'APOB', 'ATF1', 'BPI', 'BTK', 'CASP8', 'CD14', 'CD36', 'CHUK', 'MAP3K8', 'CREB1', 'ATF2', 'DUSP3', 'ELK1', 'FOS', 'HMGB1', 'IKBKB', 'IRAK1', 'IRAK2', 'IRF3', 'IRF7', 'ITGAM', 'ITGB2', 'JUN', 'LBP', 'CD180', 'MAP3K1', 'MYD88', 'NFKB1', 'PIK3C3', 'PLCG2', 'PPP2R5D', 'MAPK1', 'MAPK3', 'MAPK7', 'PTPN4', 'PTPN11', 'RELA', 'S100A1', 'S100A8', 'S100A9', 'SKP1', 'MAP3K7', 'TLR1', 'TLR2', 'TLR3', 'TLR4', 'TLR5', 'HSP90B1', 'TRAF3', 'TRAF6', 'UBE2N', 'EEA1', 'CUL1', 'IKBKG', 'SOCS1', 'RIPK1', 'FADD', 'BTRC', 'RPS6KA5', 'MAPKAPK2', 'LY86', 'TANK', 'TLR6', 'TAB1', 'CNPY3', 'RIPK3', 'IRAK3', 'FBXW11', 'LY96', 'PIK3R4', 'IRAK4', 'VRK3', 'TLR7', 'ECSIT', 'TLR8', 'TLR9', 'SIGIRR', 'RBSN', 'TNIP2', 'UNC93B1', 'TLR10', 'TIRAP', 'TICAM1', 'TMEM189-UBE2V1', 'fliC', 'TMED7-TICAM2']",89
Trafficking and processing of endosomal TLR,"['TLR3', 'HSP90B1', 'CNPY3', 'TLR7', 'TLR8', 'TLR9', 'UNC93B1']",7
Toll Like Receptor 10 (TLR10) Cascade,"['AGER', 'ATF1', 'CHUK', 'MAP3K8', 'CREB1', 'ATF2', 'DUSP3', 'ELK1', 'FOS', 'IKBKB', 'IRAK1', 'IRAK2', 'JUN', 'MAP3K1', 'MYD88', 'NFKB1', 'PPP2R5D', 'MAPK1', 'MAPK3', 'MAPK7', 'RELA', 'SKP1', 'MAP3K7', 'TLR5', 'TRAF6', 'UBE2N', 'CUL1', 'IKBKG', 'BTRC', 'RPS6KA5', 'MAPKAPK2', 'TAB1', 'FBXW11', 'IRAK4', 'VRK3', 'ECSIT', 'TNIP2', 'TLR10', 'TMEM189-UBE2V1', 'fliC']",40
MyD88 cascade initiated on plasma membrane,"['AGER', 'ATF1', 'CHUK', 'MAP3K8', 'CREB1', 'ATF2', 'DUSP3', 'ELK1', 'FOS', 'IKBKB', 'IRAK1', 'IRAK2', 'JUN', 'MAP3K1', 'MYD88', 'NFKB1', 'PPP2R5D', 'MAPK1', 'MAPK3', 'MAPK7', 'RELA', 'SKP1', 'MAP3K7', 'TLR5', 'TRAF6', 'UBE2N', 'CUL1', 'IKBKG', 'BTRC', 'RPS6KA5', 'MAPKAPK2', 'TAB1', 'FBXW11', 'IRAK4', 'VRK3', 'ECSIT', 'TNIP2', 'TMEM189-UBE2V1', 'fliC']",39
IRAK1 recruits IKK complex,"['CHUK', 'IKBKB', 'IRAK1', 'TRAF6', 'UBE2N', 'IKBKG', 'TMEM189-UBE2V1']",7
IRAK2 mediated activation of TAK1 complex,"['IRAK2', 'MAP3K7', 'TRAF6', 'TAB1']",4
TAK1 activates NFkB by phosphorylation and activation of IKKs complex,"['AGER', 'CHUK', 'IKBKB', 'RELA', 'MAP3K7', 'TRAF6', 'IKBKG', 'TAB1']",8
MAP kinase activation,"['ATF1', 'CHUK', 'MAP3K8', 'CREB1', 'ATF2', 'DUSP3', 'ELK1', 'FOS', 'IKBKB', 'JUN', 'NFKB1', 'PPP2R5D', 'MAPK1', 'MAPK3', 'MAPK7', 'SKP1', 'MAP3K7', 'TRAF6', 'CUL1', 'IKBKG', 'BTRC', 'RPS6KA5', 'MAPKAPK2', 'TAB1', 'FBXW11', 'VRK3', 'TNIP2']",27
JNK (c-Jun kinases) phosphorylation and activation mediated by activated human TAK1,"['MAP3K7', 'TRAF6', 'TAB1']",3
activated TAK1 mediates p38 MAPK activation,"['MAP3K7', 'TRAF6', 'TAB1']",3
MAP3K8 (TPL2)-dependent MAPK1/3 activation,"['CHUK', 'MAP3K8', 'IKBKB', 'NFKB1', 'SKP1', 'CUL1', 'IKBKG', 'BTRC', 'FBXW11', 'TNIP2']",10
MAPK targets/ Nuclear events mediated by MAP kinases,"['ATF1', 'CREB1', 'ATF2', 'DUSP3', 'ELK1', 'FOS', 'JUN', 'PPP2R5D', 'MAPK1', 'MAPK3', 'MAPK7', 'RPS6KA5', 'MAPKAPK2', 'VRK3']",14
Activation of the AP-1 family of transcription factors,"['ATF2', 'FOS', 'JUN', 'MAPK1', 'MAPK3']",5
Toll Like Receptor 3 (TLR3) Cascade,"['AGER', 'BIRC2', 'BIRC3', 'ATF1', 'CASP8', 'CHUK', 'MAP3K8', 'CREB1', 'ATF2', 'DUSP3', 'ELK1', 'FOS', 'IKBKB', 'IRF3', 'IRF7', 'JUN', 'NFKB1', 'PPP2R5D', 'MAPK1', 'MAPK3', 'MAPK7', 'RELA', 'SKP1', 'MAP3K7', 'TLR3', 'TRAF3', 'TRAF6', 'CUL1', 'IKBKG', 'RIPK1', 'FADD', 'BTRC', 'RPS6KA5', 'MAPKAPK2', 'TANK', 'TAB1', 'RIPK3', 'FBXW11', 'VRK3', 'TNIP2', 'TICAM1']",41
TICAM1-dependent activation of IRF3/IRF7,"['IRF3', 'IRF7', 'TLR3', 'TRAF3', 'TANK', 'TICAM1']",6
"TICAM1, RIP1-mediated IKK complex recruitment","['BIRC2', 'BIRC3', 'CHUK', 'IKBKB', 'TLR3', 'TRAF6', 'IKBKG', 'RIPK1', 'RIPK3', 'TICAM1']",10
TLR3-mediated TICAM1-dependent programmed cell death,"['CASP8', 'RIPK1', 'FADD', 'RIPK3', 'TICAM1']",5
"TICAM1,TRAF6-dependent induction of TAK1 complex","['MAP3K7', 'TLR3', 'TRAF6', 'TAB1', 'TICAM1']",5
Toll Like Receptor 5 (TLR5) Cascade,"['AGER', 'ATF1', 'CHUK', 'MAP3K8', 'CREB1', 'ATF2', 'DUSP3', 'ELK1', 'FOS', 'IKBKB', 'IRAK1', 'IRAK2', 'JUN', 'MAP3K1', 'MYD88', 'NFKB1', 'PPP2R5D', 'MAPK1', 'MAPK3', 'MAPK7', 'RELA', 'SKP1', 'MAP3K7', 'TLR5', 'TRAF6', 'UBE2N', 'CUL1', 'IKBKG', 'BTRC', 'RPS6KA5', 'MAPKAPK2', 'TAB1', 'FBXW11', 'IRAK4', 'VRK3', 'ECSIT', 'TNIP2', 'TMEM189-UBE2V1', 'fliC']",39
Toll Like Receptor 7/8 (TLR7/8) Cascade,"['AGER', 'ATF1', 'CHUK', 'MAP3K8', 'CREB1', 'ATF2', 'DUSP3', 'ELK1', 'FOS', 'IKBKB', 'IRAK1', 'IRAK2', 'IRF7', 'JUN', 'MAP3K1', 'MYD88', 'NFKB1', 'PPP2R5D', 'MAPK1', 'MAPK3', 'MAPK7', 'RELA', 'SKP1', 'MAP3K7', 'TRAF6', 'UBE2N', 'CUL1', 'IKBKG', 'BTRC', 'RPS6KA5', 'MAPKAPK2', 'TAB1', 'FBXW11', 'IRAK4', 'VRK3', 'TLR7', 'ECSIT', 'TLR8', 'TNIP2', 'TMEM189-UBE2V1']",40
MyD88 dependent cascade initiated on endosome,"['AGER', 'ATF1', 'CHUK', 'MAP3K8', 'CREB1', 'ATF2', 'DUSP3', 'ELK1', 'FOS', 'IKBKB', 'IRAK1', 'IRAK2', 'IRF7', 'JUN', 'MAP3K1', 'MYD88', 'NFKB1', 'PPP2R5D', 'MAPK1', 'MAPK3', 'MAPK7', 'RELA', 'SKP1', 'MAP3K7', 'TRAF6', 'UBE2N', 'CUL1', 'IKBKG', 'BTRC', 'RPS6KA5', 'MAPKAPK2', 'TAB1', 'FBXW11', 'IRAK4', 'VRK3', 'ECSIT', 'TNIP2', 'TMEM189-UBE2V1']",38
TRAF6 mediated induction of NFkB and MAP kinases upon TLR7/8 or 9 activation,"['AGER', 'ATF1', 'CHUK', 'MAP3K8', 'CREB1', 'ATF2', 'DUSP3', 'ELK1', 'FOS', 'IKBKB', 'IRAK1', 'IRAK2', 'JUN', 'MAP3K1', 'NFKB1', 'PPP2R5D', 'MAPK1', 'MAPK3', 'MAPK7', 'RELA', 'SKP1', 'MAP3K7', 'TRAF6', 'UBE2N', 'CUL1', 'IKBKG', 'BTRC', 'RPS6KA5', 'MAPKAPK2', 'TAB1', 'FBXW11', 'IRAK4', 'VRK3', 'ECSIT', 'TNIP2', 'TMEM189-UBE2V1']",36
IRAK1 recruits IKK complex upon TLR7/8 or 9 stimulation,"['CHUK', 'IKBKB', 'IRAK1', 'TRAF6', 'UBE2N', 'IKBKG', 'TMEM189-UBE2V1']",7
IRAK2 mediated activation of TAK1 complex upon TLR7/8 or 9 stimulation,"['IRAK2', 'MAP3K7', 'TRAF6', 'TAB1']",4
TRAF6 mediated IRF7 activation in TLR7/8 or 9 signaling,"['IRAK1', 'IRF7', 'TRAF6', 'UBE2N', 'TMEM189-UBE2V1']",5
Toll Like Receptor 9 (TLR9) Cascade,"['AGER', 'ATF1', 'CHUK', 'MAP3K8', 'CREB1', 'ATF2', 'DUSP3', 'ELK1', 'FOS', 'IKBKB', 'IRAK1', 'IRAK2', 'IRF7', 'JUN', 'MAP3K1', 'MYD88', 'NFKB1', 'PIK3C3', 'PPP2R5D', 'MAPK1', 'MAPK3', 'MAPK7', 'RELA', 'SKP1', 'MAP3K7', 'TRAF6', 'UBE2N', 'EEA1', 'CUL1', 'IKBKG', 'BTRC', 'RPS6KA5', 'MAPKAPK2', 'TAB1', 'FBXW11', 'PIK3R4', 'IRAK4', 'VRK3', 'ECSIT', 'TLR9', 'RBSN', 'TNIP2', 'TMEM189-UBE2V1']",43
